motif_id	cluster	source_id	tf_name	family_name	motif_type	PMID
M07729_2.00	AC0468	ZNF780A.RCADE.ReprocessedData	ZNF780A	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07730_2.00	AC0463	ZNF181.RCADE.ReprocessedData	ZNF181	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07731_2.00	AC0478	ZNF44.RCADE.OriginalMapping	ZNF44	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07732_2.00	AC0308	ZNF790.ChIP-seq.ReprocessedData	ZNF790	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07733_2.00	AC0172	ZNF823.RCADE.ReprocessedData	ZNF823	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07734_2.00	AC0460	ZNF311.MEME.OriginalMapping	ZNF311	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07735_2.00	AC0317	ZNF273.RCADE.OriginalMapping	ZNF273	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07736_2.00	AC0173	ZNF84.RCADE.ReprocessedData	ZNF84	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07737_2.00	AC0490	ZNF667.ChIP-seq.ReprocessedData	ZNF667	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07738_2.00	AC0586	ZNF649.RCADE.ReprocessedData	ZNF649	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07739_2.00	AC0268	ZNF248.RCADE.OriginalMapping	ZNF248	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07740_2.00	AC0342	ZNF334.MEME.OriginalMapping	ZNF334	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07741_2.00	AC0177	ZNF485.RCADE.OriginalMapping	ZNF485	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07742_2.00	AC0501	ZNF442.MEME.OriginalMapping	ZNF442	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07743_2.00	AC0546	ZNF26.MEME.OriginalMapping	ZNF26	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07744_2.00	AC0320	ZNF69.MEME.OriginalMapping	ZNF69	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07745_2.00	AC0193	ZNF480.RCADE.ReprocessedData	ZNF480	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07746_2.00	AC0086	ZNF587.RCADE.ReprocessedData	ZNF587	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07747_2.00	AC0475	ZNF808.RCADE.OriginalMapping	ZNF808	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07748_2.00	AC0113	ZNF28.RCADE.OriginalMapping	ZNF28	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07749_2.00	AC0027	ZNF627.RCADE.OriginalMapping	ZNF627	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07750_2.00	AC0630	ZNF789.RCADE.OriginalMapping	ZNF789	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07751_2.00	AC0094	ZNF534.RCADE.OriginalMapping	ZNF534	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07752_2.00	AC0575	ZNF525.RCADE.ReprocessedData	ZNF525	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07753_2.00	AC0347	ZNF805.RCADE.OriginalMapping	ZNF805	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07754_2.00	AC0110	ZNF468.RCADE.OriginalMapping	ZNF468	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07755_2.00	AC0194	ZNF616.RCADE.OriginalMapping	ZNF616	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07756_2.00	AC0157	ZFP57.MEME.OriginalMapping	ZFP57	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07757_2.00	AC0294	ZNF783.MEME.OriginalMapping	ZNF783	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07758_2.00	AC0137	ZNF425.MEME.OriginalMapping	ZNF425	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07759_2.00	AC0185	ZNF611.RCADE.OriginalMapping	ZNF611	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07760_2.00	AC0022	ZNF254.RCADE.OriginalMapping	ZNF254	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07761_2.00	AC0240	ZNF90.RCADE.ReprocessedData	ZNF90	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07762_2.00	AC0485	ZNF891.RCADE.ReprocessedData	ZNF891	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07763_2.00	AC0325	ZNF705G.ChIP-seq.ReprocessedData	ZNF705G	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07764_2.00	AC0169	ZNF880.RCADE.ReprocessedData	ZNF880	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07765_2.00	AC0448	ZNF492.RCADE.ReprocessedData	ZNF492	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07766_2.00	AC0452	ZNF879.RCADE.OriginalMapping	ZNF879	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07767_2.00	AC0310	ZNF736.RCADE.ReprocessedData	ZNF736	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07768_2.00	AC0358	ZNF737.MEME.OriginalMapping	ZNF737	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07769_2.00	AC0146	ZNF324B.MEME.OriginalMapping	ZNF324B	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07770_2.00	AC0426	ZNF564.RCADE.OriginalMapping	ZNF564	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07771_2.00	AC0186	ZNF674.RCADE.OriginalMapping	ZNF674	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07772_2.00	AC0295	ZNF550.RCADE.OriginalMapping	ZNF550	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07773_2.00	AC0169	ZNF432.MEME.OriginalMapping	ZNF432	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07774_2.00	AC0277	ZNF10.RCADE.OriginalMapping	ZNF10	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07775_2.00	AC0618	ZNF486.MEME.OriginalMapping	ZNF486	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07776_2.00	AC0456	ZNF225.MEME.OriginalMapping	ZNF225	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07777_2.00	AC0313	ZNF285.MEME.OriginalMapping	ZNF285	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07778_2.00	AC0483	ZNF224.RCADE.ReprocessedData	ZNF224	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07779_2.00	AC0169	ZIM2.ChIP-seq.ReprocessedData	ZIM2	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07780_2.00	AC0078	ZNF2.RCADE.OriginalMapping	ZNF2	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07781_2.00	AC0288	ZNF8.RCADE.OriginalMapping	ZNF8	C2H2 ZF	ChIP-seq+ChIP-exo	29146583
M07782_2.00	AC0456	ZNF487.MEME.OriginalMapping	ZNF487	Unknown	ChIP-seq+ChIP-exo	29146583
M07783_2.00	AC0043	HeLa-S3_AP2GAMMA_UCD	TFAP2C	AP-2	ChIP-seq	22955619
M07784_2.00	AC0043	HeLa-S3_AP2ALPHA_UCD	TFAP2A	AP-2	ChIP-seq	22955619
M07785_2.00	AC0556	GM12878_USF2_Stanford	USF2	bHLH	ChIP-seq	22955619
M07786_2.00	AC0556	H1-hESC_USF2_Stanford	USF2	bHLH	ChIP-seq	22955619
M07787_2.00	AC0556	HeLa-S3_USF2_Stanford	USF2	bHLH	ChIP-seq	22955619
M07788_2.00	AC0556	HepG2_USF2_Stanford	USF2	bHLH	ChIP-seq	22955619
M07789_2.00	AC0556	K562_USF2_Stanford	USF2	bHLH	ChIP-seq	22955619
M07790_2.00	AC0552	HeLa-S3_MXI1_Stanford	MXI1	bHLH	ChIP-seq	22955619
M07791_2.00	AC0556	GM12878_MAX_Stanford	MAX	bHLH	ChIP-seq	22955619
M07792_2.00	AC0552	H1-hESC_MAX_UCD	MAX	bHLH	ChIP-seq	22955619
M07793_2.00	AC0552	HeLa-S3_MAX_Stanford	MAX	bHLH	ChIP-seq	22955619
M07794_2.00	AC0556	HUVEC_MAX_Stanford	MAX	bHLH	ChIP-seq	22955619
M07795_2.00	AC0552	K562_MAX_HudsonAlpha	MAX	bHLH	ChIP-seq	22955619
M07796_2.00	AC0556	K562_MAX_Stanford	MAX	bHLH	ChIP-seq	22955619
M07797_2.00	AC0556	NB4_MAX_Stanford	MAX	bHLH	ChIP-seq	22955619
M07798_2.00	AC0556	HepG2_BHLHE40_HudsonAlpha	BHLHE40	bHLH	ChIP-seq	22955619
M07799_2.00	AC0552	HeLa-S3_CMYC_Stanford	MYC	bHLH	ChIP-seq	22955619
M07800_2.00	AC0552	HepG2_CMYC_UT-A	MYC	bHLH	ChIP-seq	22955619
M07801_2.00	AC0552	K562_CMYC_Stanford	MYC	bHLH	ChIP-seq	22955619
M07802_2.00	AC0552	K562_CMYC_UT-A	MYC	bHLH	ChIP-seq	22955619
M07803_2.00	AC0552	MCF-7_CMYC_UT-A	MYC	bHLH	ChIP-seq	22955619
M07804_2.00	AC0552	NB4_CMYC_Stanford	MYC	bHLH	ChIP-seq	22955619
M07805_2.00	AC0610	GM12878_TCF12_HudsonAlpha	TCF12	bHLH	ChIP-seq	22955619
M07806_2.00	AC0610	H1-hESC_TCF12_HudsonAlpha	TCF12	bHLH	ChIP-seq	22955619
M07807_2.00	AC0556	A549_USF1_HudsonAlpha	USF1	bHLH	ChIP-seq	22955619
M07808_2.00	AC0556	GM12878_USF1_HudsonAlpha	USF1	bHLH	ChIP-seq	22955619
M07809_2.00	AC0556	H1-hESC_USF1_HudsonAlpha	USF1	bHLH	ChIP-seq	22955619
M07810_2.00	AC0556	HepG2_USF1_HudsonAlpha	USF1	bHLH	ChIP-seq	22955619
M07811_2.00	AC0556	K562_USF1_HudsonAlpha	USF1	bHLH	ChIP-seq	22955619
M07812_2.00	AC0242	HepG2_FOSL2_HudsonAlpha	FOSL2	bZIP	ChIP-seq	22955619
M07813_2.00	AC0239	K562_NFE2_Stanford	NFE2	bZIP	ChIP-seq	22955619
M07814_2.00	AC0236	GM12878_JUND_Stanford	JUND	bZIP	ChIP-seq	22955619
M07815_2.00	AC0242	H1-hESC_JUND_HudsonAlpha	JUND	bZIP	ChIP-seq	22955619
M07816_2.00	AC0242	HeLa-S3_JUND_Stanford	JUND	bZIP	ChIP-seq	22955619
M07817_2.00	AC0242	HepG2_JUND_HudsonAlpha	JUND	bZIP	ChIP-seq	22955619
M07818_2.00	AC0547	HepG2_JUND_Stanford	JUND	bZIP	ChIP-seq	22955619
M07819_2.00	AC0547	K562_JUND_Stanford	JUND	bZIP	ChIP-seq	22955619
M07820_2.00	AC0242	K562_JUND_UChicago	JUND	bZIP	ChIP-seq	22955619
M07821_2.00	AC0236	GM12878_BATF_HudsonAlpha	BATF	bZIP	ChIP-seq	22955619
M07822_2.00	AC0556	GM12878_ATF3_HudsonAlpha	ATF3	bZIP	ChIP-seq	22955619
M07823_2.00	AC0556	H1-hESC_ATF3_HudsonAlpha	ATF3	bZIP	ChIP-seq	22955619
M07824_2.00	AC0556	HepG2_ATF3_HudsonAlpha	ATF3	bZIP	ChIP-seq	22955619
M07825_2.00	AC0547	K562_ATF3_Harvard	ATF3	bZIP	ChIP-seq	22955619
M07826_2.00	AC0242	HeLa-S3_CFOS_Stanford	FOS	bZIP	ChIP-seq	22955619
M07827_2.00	AC0242	HUVEC_CFOS_UCD	FOS	bZIP	ChIP-seq	22955619
M07828_2.00	AC0242	K562_CFOS_UChicago	FOS	bZIP	ChIP-seq	22955619
M07829_2.00	AC0242	K562_JUNB_UChicago	JUNB	bZIP	ChIP-seq	22955619
M07830_2.00	AC0402	HeLa-S3_CEBPB_Stanford	CEBPB	bZIP	ChIP-seq	22955619
M07831_2.00	AC0402	HepG2_CEBPB_Stanford	CEBPB	bZIP	ChIP-seq	22955619
M07832_2.00	AC0402	K562_CEBPB_Stanford	CEBPB	bZIP	ChIP-seq	22955619
M07833_2.00	AC0242	K562_FOSL1_HudsonAlpha	FOSL1	bZIP	ChIP-seq	22955619
M07834_2.00	AC0241	H1-hESC_CJUN_Stanford	JUN	bZIP	ChIP-seq	22955619
M07835_2.00	AC0242	HeLa-S3_CJUN_Stanford	JUN	bZIP	ChIP-seq	22955619
M07836_2.00	AC0547	HepG2_CJUN_Stanford	JUN	bZIP	ChIP-seq	22955619
M07837_2.00	AC0242	HUVEC_CJUN_Stanford	JUN	bZIP	ChIP-seq	22955619
M07838_2.00	AC0242	K562_CJUN_Stanford	JUN	bZIP	ChIP-seq	22955619
M07839_2.00	AC0244	HepG2_MAFF_Stanford	MAFF	bZIP	ChIP-seq	22955619
M07840_2.00	AC0244	HepG2_MAFK_Stanford	MAFK	bZIP	ChIP-seq	22955619
M07841_2.00	AC0244	K562_MAFK_Stanford	MAFK	bZIP	ChIP-seq	22955619
M07842_2.00	AC0606	GM12878_ZEB1_HudsonAlpha	ZEB1	C2H2 ZF,Homeodomain	ChIP-seq	22955619
M07843_2.00	AC0169	K562b_ZNF263_UCD	ZNF263	C2H2 ZF	ChIP-seq	22955619
M07844_2.00	AC0169	T-REx-HEK293_ZNF263_UCD	ZNF263	C2H2 ZF	ChIP-seq	22955619
M07845_2.00	AC0192	HeLa-S3_PRDM1_Stanford	PRDM1	C2H2 ZF	ChIP-seq	22955619
M07846_2.00	AC0371	GM12878_NRSF_HudsonAlpha	REST	C2H2 ZF	ChIP-seq	22955619
M07847_2.00	AC0371	H1-hESC_NRSF_HudsonAlpha	REST	C2H2 ZF	ChIP-seq	22955619
M07848_2.00	AC0371	HeLa-S3_NRSF_HudsonAlpha	REST	C2H2 ZF	ChIP-seq	22955619
M07849_2.00	AC0371	HepG2_NRSF_HudsonAlpha	REST	C2H2 ZF	ChIP-seq	22955619
M07850_2.00	AC0371	HTB-11_NRSF_HudsonAlpha	REST	C2H2 ZF	ChIP-seq	22955619
M07851_2.00	AC0371	K562_NRSF_HudsonAlpha	REST	C2H2 ZF	ChIP-seq	22955619
M07852_2.00	AC0371	PANC-1_NRSF_HudsonAlpha	REST	C2H2 ZF	ChIP-seq	22955619
M07853_2.00	AC0371	PFSK-1_NRSF_HudsonAlpha	REST	C2H2 ZF	ChIP-seq	22955619
M07854_2.00	AC0371	U87_NRSF_HudsonAlpha	REST	C2H2 ZF	ChIP-seq	22955619
M07855_2.00	AC0059	GM12878_YY1_HudsonAlpha	YY1	C2H2 ZF	ChIP-seq	22955619
M07856_2.00	AC0059	GM12891_YY1_HudsonAlpha	YY1	C2H2 ZF	ChIP-seq	22955619
M07857_2.00	AC0059	GM12892_YY1_HudsonAlpha	YY1	C2H2 ZF	ChIP-seq	22955619
M07858_2.00	AC0059	H1-hESC_YY1_HudsonAlpha	YY1	C2H2 ZF	ChIP-seq	22955619
M07859_2.00	AC0059	K562b_YY1_UCD	YY1	C2H2 ZF	ChIP-seq	22955619
M07860_2.00	AC0059	K562_YY1_HudsonAlpha	YY1	C2H2 ZF	ChIP-seq	22955619
M07861_2.00	AC0059	NT2-D1_YY1_UCD	YY1	C2H2 ZF	ChIP-seq	22955619
M07862_2.00	AC0078	A549_CTCF_HudsonAlpha	CTCF	C2H2 ZF	ChIP-seq	22955619
M07863_2.00	AC0078	AG04449_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07864_2.00	AC0078	AG04450_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07865_2.00	AC0078	AG09309_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07866_2.00	AC0078	AG09319_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07867_2.00	AC0078	AG10803_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07868_2.00	AC0078	AoAF_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07869_2.00	AC0078	BJ_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07870_2.00	AC0078	Caco-2_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07871_2.00	AC0078	Fibrobl_CTCF_UT-A	CTCF	C2H2 ZF	ChIP-seq	22955619
M07872_2.00	AC0078	Gliobla_CTCF_UT-A	CTCF	C2H2 ZF	ChIP-seq	22955619
M07873_2.00	AC0078	GM06990_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07874_2.00	AC0078	GM12864_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07875_2.00	AC0078	GM12865_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07876_2.00	AC0078	GM12872_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07877_2.00	AC0078	GM12873_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07878_2.00	AC0078	GM12874_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07879_2.00	AC0078	GM12875_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07880_2.00	AC0078	GM12878_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07881_2.00	AC0078	GM12878_CTCF_Stanford	CTCF	C2H2 ZF	ChIP-seq	22955619
M07882_2.00	AC0078	GM12878_CTCF_UT-A	CTCF	C2H2 ZF	ChIP-seq	22955619
M07883_2.00	AC0078	GM12878_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07884_2.00	AC0078	H1-hESC_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07885_2.00	AC0078	H1-hESC_CTCF_HudsonAlpha	CTCF	C2H2 ZF	ChIP-seq	22955619
M07886_2.00	AC0078	HA-sp_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07887_2.00	AC0078	HBMEC_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07888_2.00	AC0078	HCFaa_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07889_2.00	AC0078	HCPEpiC_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07890_2.00	AC0078	HEEpiC_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07891_2.00	AC0078	HEK293_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07892_2.00	AC0078	HeLa-S3_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07893_2.00	AC0078	HeLa-S3_CTCF_UT-A	CTCF	C2H2 ZF	ChIP-seq	22955619
M07894_2.00	AC0078	HeLa-S3_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07895_2.00	AC0078	HepG2_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07896_2.00	AC0078	HepG2_CTCF_HudsonAlpha	CTCF	C2H2 ZF	ChIP-seq	22955619
M07897_2.00	AC0078	HepG2_CTCF_UT-A	CTCF	C2H2 ZF	ChIP-seq	22955619
M07898_2.00	AC0078	HepG2_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07899_2.00	AC0078	HMEC_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07900_2.00	AC0078	HMEC_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07901_2.00	AC0078	HMF_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07902_2.00	AC0078	HPAF_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07903_2.00	AC0078	HPF_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07904_2.00	AC0078	HRE_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07905_2.00	AC0078	HRPEpiC_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07906_2.00	AC0078	HSMM_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07907_2.00	AC0078	HSMMtube_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07908_2.00	AC0078	HUVEC_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07909_2.00	AC0078	HUVEC_CTCF_UT-A	CTCF	C2H2 ZF	ChIP-seq	22955619
M07910_2.00	AC0078	HUVEC_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07911_2.00	AC0078	K562_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07912_2.00	AC0078	K562_CTCF_UT-A	CTCF	C2H2 ZF	ChIP-seq	22955619
M07913_2.00	AC0078	K562_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07914_2.00	AC0078	MCF-7_CTCF_UT-A	CTCF	C2H2 ZF	ChIP-seq	22955619
M07915_2.00	AC0078	NH-A_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07916_2.00	AC0078	NHDF-Ad_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07917_2.00	AC0078	NHEK_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07918_2.00	AC0078	NHEK_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07919_2.00	AC0078	NHLF_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07920_2.00	AC0078	Osteobl_CTCF_Broad	CTCF	C2H2 ZF	ChIP-seq	22955619
M07921_2.00	AC0078	ProgFib_CTCF_UT-A	CTCF	C2H2 ZF	ChIP-seq	22955619
M07922_2.00	AC0078	SAEC_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07923_2.00	AC0078	SK-N-SH_RA_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07924_2.00	AC0078	T-47D_CTCF_HudsonAlpha	CTCF	C2H2 ZF	ChIP-seq	22955619
M07925_2.00	AC0078	WERI-Rb-1_CTCF_UW	CTCF	C2H2 ZF	ChIP-seq	22955619
M07926_2.00	AC0227	GM12878_BCL11A_HudsonAlpha	BCL11A	C2H2 ZF	ChIP-seq	22955619
M07927_2.00	AC0106	GM12878_EGR1_HudsonAlpha	EGR1	C2H2 ZF	ChIP-seq	22955619
M07928_2.00	AC0106	H1-hESC_EGR1_HudsonAlpha	EGR1	C2H2 ZF	ChIP-seq	22955619
M07929_2.00	AC0106	K562_EGR1_HudsonAlpha	EGR1	C2H2 ZF	ChIP-seq	22955619
M07930_2.00	AC0078	K562_CTCFL_HudsonAlpha	CTCFL	C2H2 ZF	ChIP-seq	22955619
M07931_2.00	AC0155	GM12878_ZNF143_Stanford	ZNF143	C2H2 ZF	ChIP-seq	22955619
M07932_2.00	AC0056	K562_SP2_HudsonAlpha	SP2	C2H2 ZF	ChIP-seq	22955619
M07933_2.00	AC0368	HeLa-S3_ZNF274_UCD	ZNF274	C2H2 ZF	ChIP-seq	22955619
M07934_2.00	AC0368	HepG2b_ZNF274_UCD	ZNF274	C2H2 ZF	ChIP-seq	22955619
M07935_2.00	AC0370	K562b_ZNF274_UCD	ZNF274	C2H2 ZF	ChIP-seq	22955619
M07936_2.00	AC0368	NT2-D1_ZNF274_UCD	ZNF274	C2H2 ZF	ChIP-seq	22955619
M07937_2.00	AC0118	K562_ZBTB7A_HudsonAlpha	ZBTB7A	C2H2 ZF	ChIP-seq	22955619
M07938_2.00	AC0095	HeLa-S3_E2F1_UCD	E2F1	E2F	ChIP-seq	22955619
M07939_2.00	AC0158	HeLa-S3_E2F6_UCD	E2F6	E2F	ChIP-seq	22955619
M07940_2.00	AC0158	K562b_E2F6_UCD	E2F6	E2F	ChIP-seq	22955619
M07941_2.00	AC0158	K562_E2F6_HudsonAlpha	E2F6	E2F	ChIP-seq	22955619
M07942_2.00	AC0158	HeLa-S3_E2F4_UCD	E2F4	E2F	ChIP-seq	22955619
M07943_2.00	AC0158	K562b_E2F4_UCD	E2F4	E2F	ChIP-seq	22955619
M07944_2.00	AC0227	GM12878_PU1_HudsonAlpha	SPI1	Ets	ChIP-seq	22955619
M07945_2.00	AC0227	GM12891_PU1_HudsonAlpha	SPI1	Ets	ChIP-seq	22955619
M07946_2.00	AC0227	K562_PU1_HudsonAlpha	SPI1	Ets	ChIP-seq	22955619
M07947_2.00	AC0626	GM12878_ELF1_HudsonAlpha	ELF1	Ets	ChIP-seq	22955619
M07948_2.00	AC0626	HepG2_ELF1_HudsonAlpha	ELF1	Ets	ChIP-seq	22955619
M07949_2.00	AC0626	K562_ELF1_HudsonAlpha	ELF1	Ets	ChIP-seq	22955619
M07950_2.00	AC0155	GM12878_ETS1_HudsonAlpha	ETS1	Ets	ChIP-seq	22955619
M07951_2.00	AC0155	K562_ETS1_HudsonAlpha	ETS1	Ets	ChIP-seq	22955619
M07952_2.00	AC0626	GM12878_GABP_HudsonAlpha	GABPA	Ets	ChIP-seq	22955619
M07953_2.00	AC0626	H1-hESC_GABP_HudsonAlpha	GABPA	Ets	ChIP-seq	22955619
M07954_2.00	AC0626	HeLa-S3_GABP_HudsonAlpha	GABPA	Ets	ChIP-seq	22955619
M07955_2.00	AC0626	HepG2_GABP_HudsonAlpha	GABPA	Ets	ChIP-seq	22955619
M07956_2.00	AC0626	K562_GABP_HudsonAlpha	GABPA	Ets	ChIP-seq	22955619
M07957_2.00	AC0626	HEK293b_ELK4_UCD	ELK4	Ets	ChIP-seq	22955619
M07958_2.00	AC0626	HeLa-S3_ELK4_UCD	ELK4	Ets	ChIP-seq	22955619
M07959_2.00	AC0387	HepG2_FOXA2_HudsonAlpha	FOXA2	Forkhead	ChIP-seq	22955619
M07960_2.00	AC0387	ECC-1_FOXA1_HudsonAlpha	FOXA1	Forkhead	ChIP-seq	22955619
M07961_2.00	AC0387	HepG2_FOXA1_HudsonAlpha	FOXA1	Forkhead	ChIP-seq	22955619
M07962_2.00	AC0387	T-47D_FOXA1_HudsonAlpha	FOXA1	Forkhead	ChIP-seq	22955619
M07963_2.00	AC0254	K562b_GATA1_UCD	GATA1	GATA	ChIP-seq	22955619
M07964_2.00	AC0252	PBDE_GATA1_UCD	GATA1	GATA	ChIP-seq	22955619
M07965_2.00	AC0253	T-47D_GATA3_HudsonAlpha	GATA3	GATA	ChIP-seq	22955619
M07966_2.00	AC0254	HUVEC_GATA2_UCD	GATA2	GATA	ChIP-seq	22955619
M07967_2.00	AC0252	K562b_GATA2_UCD	GATA2	GATA	ChIP-seq	22955619
M07968_2.00	AC0252	K562_GATA2_HudsonAlpha	GATA2	GATA	ChIP-seq	22955619
M07969_2.00	AC0254	K562_GATA2_UChicago	GATA2	GATA	ChIP-seq	22955619
M07970_2.00	AC0254	SH-SY5Y_GATA2_UCD	GATA2	GATA	ChIP-seq	22955619
M07971_2.00	AC0525	GM12878_PBX3_HudsonAlpha	PBX3	Homeodomain	ChIP-seq	22955619
M07972_2.00	AC0588	GM12878_OCT2_HudsonAlpha	POU2F2	Homeodomain,POU	ChIP-seq	22955619
M07973_2.00	AC0588	GM12878_POU2F2_HudsonAlpha	POU2F2	Homeodomain,POU	ChIP-seq	22955619
M07974_2.00	AC0588	GM12891_OCT2_HudsonAlpha	POU2F2	Homeodomain,POU	ChIP-seq	22955619
M07975_2.00	AC0588	GM12891_POU2F2_HudsonAlpha	POU2F2	Homeodomain,POU	ChIP-seq	22955619
M07976_2.00	AC0587	H1-hESC_POU5F1_HudsonAlpha	POU5F1	Homeodomain,POU	ChIP-seq	22955619
M07977_2.00	AC0134	HepG2_HSF1_Stanford	HSF1	HSF	ChIP-seq	22955619
