Gene	sgRNA	High|beta	High|z	High|p-value	High|fdr	High|wald-p-value	High|wald-fdr
Klf10_p3	12	-0.025655	-0.3028	0.63531	0.94537	0.76204	1
Gbx2_p2	12	0.067557	0.70302	0.19627	0.70824	0.48204	1
Tgif1_p1	12	0.039714	0.57716	0.40833	0.85853	0.56383	1
Mier3_p4	12	-0.068238	-1.053	0.20373	0.70824	0.29234	1
Wdhd1_p2	12	0.00037789	0.0035939	0.95461	0.9895	0.99713	1
Tgif2_p1	12	-0.015401	-0.15034	0.79232	0.96405	0.88049	1
Ybx1_p1	12	0.041674	0.48702	0.38772	0.85336	0.62624	1
Zfp212_p1	12	0.027408	0.4766	0.55746	0.93945	0.63364	1
Nfkb2_p1	12	-0.012864	-0.13872	0.83333	0.97676	0.88968	1
Zfp566_p1	12	0.019989	0.29476	0.65592	0.94537	0.76818	1
Smarcc1_p1	12	0.030299	0.44138	0.51754	0.92188	0.65894	1
Arid4b_p1	12	-0.022007	-0.32482	0.68772	0.94834	0.74532	1
Klf8_p2	12	-0.072271	-1.2359	0.17807	0.69573	0.21649	1
Zfp532_p3	12	0.014181	0.22821	0.7443	0.95495	0.81949	1
Zscan10_p1	12	-0.14359	-1.9964	0.016009	0.19211	0.045894	0.75045
Gtf2ird1_p1	12	0.081689	0.89521	0.1364	0.64	0.37068	1
Aff1_p2	12	-0.020446	-0.253	0.71338	0.94834	0.80027	1
Gm49359_p1	8	-0.0691	-0.98443	0.27917	0.77341	0.3249	1
Esx1_p2	12	0.067556	0.80232	0.19627	0.70824	0.42237	1
Zfp52_p1	12	0.0074407	0.083765	0.84364	0.97676	0.93324	1
Rhox9_p1	12	-0.068736	-0.92277	0.2011	0.70824	0.35613	1
Cc2d1a_p1	12	0.037266	0.72068	0.43618	0.88795	0.47111	1
Bhlhe40_p1	12	0.076055	1.1624	0.1557	0.68421	0.24508	1
Bcorl1_p3	12	0.083348	0.8223	0.13136	0.63895	0.4109	1
Sall2_p2	12	-0.096383	-1.1328	0.08114	0.51757	0.25731	1
Foxn3_p1	12	0.082897	0.99512	0.13289	0.63895	0.31968	1
Tsc22d1_p3	12	0.0071697	0.11253	0.84781	0.97676	0.91041	1
Sp3_p2	12	0.018464	0.21575	0.68026	0.94834	0.82918	1
Chd8_p1	12	-0.026887	-0.47268	0.61842	0.94537	0.63644	1
Tfeb_p1	12	-0.046351	-0.75092	0.38882	0.85336	0.4527	1
Kat8_p1	12	0.09005	1.0583	0.10439	0.56667	0.28992	1
Jpx_p1	12	-0.17782	-2.2234	0.0063596	0.11837	0.026186	0.56861
Foxn3_p3	12	0.021867	0.18915	0.62719	0.94537	0.84998	1
Arid4b_p3	12	0.034832	0.45999	0.46535	0.89937	0.64552	1
Kansl3_p1	12	-0.048315	-0.53035	0.36908	0.84239	0.59587	1
Zfp592_p1	12	-0.066818	-0.78022	0.21447	0.70824	0.43526	1
Ncor1_p1	12	-0.011781	-0.18029	0.85066	0.97676	0.85692	1
Pias2_p2	12	0.16183	2.1684	0.010307	0.15738	0.030128	0.59731
Zfp948_p1	12	0.028189	0.3015	0.54825	0.93944	0.76303	1
Zfp12_p1	12	-0.012464	-0.14535	0.84035	0.97676	0.88444	1
Zfp64_p1	12	0.043407	0.36214	0.37193	0.84356	0.71725	1
Zkscan5_p3	12	0.059324	0.85991	0.2511	0.75279	0.38984	1
Ubtf_p4	12	0.086436	1.1976	0.11952	0.60556	0.23106	1
Tcf12_p3	12	0.095938	1.0769	0.086184	0.524	0.28151	1
Nfatc4_p2	12	-0.029624	-0.27349	0.57807	0.94143	0.78448	1
Zfp213_p1	12	0.13345	1.6393	0.025658	0.26022	0.10116	1
Zfp710_p1	12	0.036736	0.47429	0.44232	0.89154	0.63529	1
Zfp623_p1	12	0.0002421	0.0036053	0.95636	0.9895	0.99712	1
Tfap2c_p1	12	0.0011742	0.020286	0.94101	0.9895	0.98382	1
Foxd3_p1	12	-0.33794	-3.1475	0.0002193	0.0090909	0.0016467	0.10012
Etv4_p1	12	0.04217	0.51539	0.38443	0.85336	0.60628	1
Zfp148_p2	12	0.066255	0.87616	0.2068	0.70824	0.38094	1
Nr4a1_p1	12	0.15009	1.4348	0.013596	0.17222	0.15134	1
Tfb1m_p1	12	0.067576	0.77088	0.19627	0.70824	0.44078	1
Kansl1_p3	12	-0.062943	-0.50389	0.24825	0.75279	0.61434	1
Zscan21_p1	12	0.075048	0.80854	0.16053	0.68732	0.41878	1
Zfp473_p2	12	-0.041033	-0.41511	0.44145	0.89154	0.67806	1
Gpbp1_p1	12	0.0089662	0.10291	0.81711	0.97592	0.91803	1
Zkscan5_p1	12	-0.06576	-0.79062	0.2239	0.71834	0.42917	1
Zfp866_p1	12	-0.068085	-0.86317	0.20526	0.70824	0.38804	1
Hmga2_p1	12	0.0071477	0.12039	0.84803	0.97676	0.90417	1
Zfp322a_p2	12	0.090298	0.75583	0.10373	0.56667	0.44975	1
Pias3_p2	12	0.0084445	0.13638	0.82741	0.97676	0.89152	1
Dnajc2_p1	12	-0.0045685	-0.076846	0.96404	0.9895	0.93875	1
Msl2_p2	12	-0.0062598	-0.096334	0.93838	0.9895	0.92326	1
Tet2_p1	12	0.0023475	0.023945	0.92061	0.98786	0.9809	1
Sp5_p1	12	0.020494	0.27482	0.64868	0.94537	0.78345	1
Foxo3_p1	12	0.056511	0.67724	0.26798	0.76937	0.49825	1
Tax1bp1_p1	12	-0.036171	-0.55328	0.49583	0.9129	0.58007	1
Zfp868_p1	12	0.030372	0.4616	0.51732	0.92188	0.64437	1
Foxp1_p3	12	-0.048086	-0.63021	0.37039	0.84239	0.52856	1
Pias3_p1	12	0.010745	0.12762	0.79364	0.96405	0.89845	1
Foxn3_p4	12	-0.058997	-0.62878	0.27763	0.77341	0.52949	1
Smad5_p2	12	0.10893	0.99499	0.057456	0.43306	0.31974	1
Nr3c1_p4	12	0.085808	1.1933	0.12193	0.61436	0.23277	1
Zfp516_p1	12	-0.0014009	-0.021784	0.98289	0.99116	0.98262	1
Esrrb_p2	12	-0.038682	-0.52181	0.46711	0.89937	0.6018	1
Tada2b_p1	12	-0.036463	-0.43077	0.49211	0.9129	0.66664	1
Hesx1_p1	12	0.0052973	0.065211	0.88092	0.98099	0.94801	1
Zfp758_p1	12	0.01527	0.16194	0.72588	0.94878	0.87135	1
Mycn_p1	12	0.016147	0.29218	0.71382	0.94834	0.77015	1
Zfp568_p2	12	0.0038381	0.044373	0.90044	0.98465	0.96461	1
Ssrp1_p1	12	-0.20796	-1.6134	0.0017544	0.048485	0.10665	1
Zfp646_p1	12	0.020231	0.24671	0.65241	0.94537	0.80513	1
Son_p1	12	0.16021	1.5439	0.010526	0.15738	0.12262	1
Bbx_p1	12	-0.035744	-0.38267	0.50044	0.914	0.70196	1
Tgif1_p3	12	-0.015528	-0.21617	0.78969	0.96405	0.82885	1
Sohlh2_p1	12	-0.016508	-0.21165	0.77478	0.96114	0.83238	1
Mta2_p2	12	-0.00075228	-0.015367	0.97325	0.98952	0.98774	1
Thyn1_p2	12	-0.042143	-0.54947	0.43136	0.88143	0.58268	1
Zbtb7b_p2	12	0.001487	0.017783	0.93553	0.9895	0.98581	1
Zgpat_p2	12	0.0068319	0.08893	0.85373	0.97676	0.92914	1
Zscan26_p1	12	-0.0099081	-0.12021	0.87895	0.98099	0.90431	1
Tfam_p3	12	0.031268	0.2663	0.50636	0.91809	0.79	1
Gabpb1_p2	12	0.053841	0.77364	0.28487	0.77341	0.43915	1
Tbx3_p1	12	0.082792	0.95063	0.13311	0.63895	0.34179	1
Sp1_p2	12	-0.21021	-2.194	0.0013158	0.03871	0.028238	0.58531
Zgpat_p1	12	-0.026497	-0.30379	0.62303	0.94537	0.76129	1
Mbd4_p1	12	0.017023	0.16108	0.70351	0.94834	0.87203	1
Nr1h2_p1	12	0.019867	0.22258	0.65855	0.94537	0.82386	1
Aebp2_p3	12	-0.027715	-0.26368	0.60789	0.94537	0.79203	1
Tax1bp1_p2	12	0.013923	0.19549	0.74693	0.95495	0.84501	1
Zfp516_p3	12	-0.011342	-0.16481	0.85724	0.97676	0.86909	1
Gm2381_p1	8	-0.029224	-0.29049	0.64781	0.94537	0.77144	1
Gata1_p2	12	-0.026151	-0.30094	0.62895	0.94537	0.76346	1
Zfp511_p1	12	-0.06352	-0.89874	0.24189	0.73779	0.36879	1
Zfp207_p1	12	-0.23238	-2.4597	0.00087719	0.027586	0.013906	0.39633
Zfp217_p2	12	-0.0042015	-0.059947	0.97039	0.9895	0.9522	1
Arid4a_p1	12	-0.10525	-2.172	0.060746	0.45041	0.029854	0.59731
Zfp869_p1	12	-0.083922	-0.96006	0.11689	0.59665	0.33703	1
Nfe2l1_p2	12	-0.010906	-0.11959	0.86206	0.97676	0.90481	1
Tcf7_p1	12	-0.05173	-0.88718	0.33596	0.82711	0.37498	1
Zfp953_p1	12	-0.011864	-0.15403	0.84846	0.97676	0.87759	1
Hes1_p1	12	0.054229	0.44234	0.28092	0.77341	0.65824	1
Terf2_p1	12	0.042244	0.60764	0.38377	0.85336	0.54343	1
Rfx2_p1	12	0.052063	0.56048	0.29693	0.77943	0.57515	1
Mysm1_p1	12	-0.051159	-0.75201	0.34211	0.82711	0.45204	1
Zfp141_p1	12	-0.066894	-0.71482	0.21404	0.70824	0.47472	1
Mllt10_p1	12	0.012962	0.17121	0.76206	0.95495	0.86406	1
Thap11_p1	12	-0.073195	-1.166	0.17127	0.69573	0.2436	1
Gm44973_p1	12	-0.017738	-0.26781	0.7557	0.95495	0.78885	1
Zfp729a_p1	10	0.0079058	0.098722	0.86316	0.97676	0.92136	1
Zfp260_p1	12	-0.0034266	-0.044985	0.98355	0.99116	0.96412	1
Ftx_p3	12	-0.054161	-0.57686	0.31404	0.80904	0.56403	1
Stat6_p1	12	-0.014818	-0.17439	0.80175	0.9672	0.86156	1
Tfdp2_p2	12	0.0067006	0.076966	0.85636	0.97676	0.93865	1
Irf3_p2	12	-0.057461	-0.69742	0.28838	0.77341	0.48554	1
Cic_p2	12	0.026237	0.31252	0.57171	0.94143	0.75464	1
Jarid2_p2	12	0.012681	0.29072	0.76667	0.9565	0.77126	1
Zscan12_p1	12	-0.038303	-0.32178	0.47281	0.90438	0.74762	1
Cdc5l_p1	12	-0.066707	-0.6124	0.21513	0.70824	0.54027	1
Zfp51_p1	12	-0.043096	-0.40073	0.42149	0.875	0.68862	1
Dmrt1_p1	12	-0.012339	-0.16377	0.84232	0.97676	0.86991	1
Zfp777_p2	12	-0.055706	-0.85414	0.30241	0.78575	0.39303	1
Cebpz_p1	12	0.0077894	0.071058	0.83772	0.97676	0.94335	1
Zfp110_p2	12	-0.0023878	-0.031801	0.9989	0.9989	0.97463	1
Znfx1_p1	12	-0.0021731	-0.034108	0.99474	0.99605	0.97279	1
Atf6_p1	12	0.063493	0.77836	0.22193	0.71773	0.43636	1
Zfp62_p2	12	-0.020571	-0.25167	0.71096	0.94834	0.80129	1
Tgif1_p2	12	-0.0043827	-0.065883	0.96776	0.9895	0.94747	1
Zfp358_p1	12	0.031126	0.30688	0.50811	0.91944	0.75893	1
2610044O15Rik8_p1	12	-0.0056664	-0.074415	0.94627	0.9895	0.94068	1
Zfp74_p1	12	0.072834	0.76282	0.17105	0.69573	0.44557	1
Gm6871_p1	12	0.0033407	0.043422	0.90768	0.98786	0.96537	1
Zfp600_p1	5	0.14311	1.1181	0.081798	0.51757	0.26351	1
Crxos_p2	12	0.077152	0.80032	0.15197	0.67941	0.42353	1
Tox4_p2	12	-0.36156	-3.8437	0.0002193	0.0090909	0.00012118	0.010047
Pknox1_p1	12	0.087708	1.6903	0.11513	0.59548	0.090965	1
Zfp637_p1	12	0.049555	0.76854	0.31689	0.81236	0.44217	1
Foxp1_p6	12	0.079935	1.0657	0.14254	0.65327	0.28655	1
Lin28b_p1	12	-0.068112	-0.78035	0.20504	0.70824	0.43519	1
Zfp808_p1	4	0.037755	0.38494	0.62873	0.94537	0.70028	1
Pbx2_p3	12	-0.07694	-0.73308	0.15175	0.67941	0.46351	1
Zbtb44_p2	12	0.0049611	0.057231	0.88531	0.98099	0.95436	1
Peg3_p1	12	0.015485	0.20272	0.72237	0.94878	0.83936	1
Atf5_p1	12	-0.18949	-1.3149	0.0035088	0.07619	0.18854	1
Dnmt1_p1	12	-0.036144	-0.4527	0.49649	0.9129	0.65077	1
Hif1a_p1	12	0.032093	0.32797	0.49583	0.9129	0.74294	1
Zfp825_p1	8	-0.052684	-0.62375	0.40175	0.85336	0.53279	1
Baz2a_p1	12	-0.021595	-0.26862	0.69627	0.94834	0.78822	1
Nr5a2_p1	12	0.04092	0.46262	0.39803	0.85336	0.64364	1
Eomes_p1	12	-0.0054067	-0.06775	0.95088	0.9895	0.94598	1
Elf3_p1	12	-0.095125	-0.78021	0.083772	0.51757	0.43527	1
Tox4_p1	12	-0.13809	-1.7152	0.01886	0.21235	0.086316	1
Esrrb_p3	12	-0.16732	-1.84	0.0092105	0.15273	0.065772	0.90885
Gm38394_p1	12	0.24382	2.7507	0.0002193	0.0090909	0.0059464	0.2465
Nfe2l2_p1	12	-0.41428	-5.0562	0	0	4.2778e-07	6.5022e-05
Gm14401_p1	7	-0.016918	-0.1001	0.81162	0.97398	0.92026	1
Aire_p1	12	-0.069289	-1.0162	0.19737	0.70824	0.30954	1
Srebf2_p1	12	-0.15361	-1.5049	0.011842	0.16923	0.13234	1
Eed_p2	12	0.0060079	0.14928	0.86974	0.97833	0.88133	1
Nfyc_p1	12	-0.019299	-0.1893	0.73158	0.95314	0.84986	1
Zbtb17_p1	12	-0.059159	-0.79728	0.27654	0.77341	0.42529	1
Ubp1_p2	12	0.12169	1.456	0.038377	0.34314	0.14538	1
Zfp866_p2	12	-0.090893	-1.6041	0.09386	0.54872	0.1087	1
Otx2_p1	12	0.058679	0.54668	0.25614	0.75613	0.5846	1
Rbpj_p1	12	0.016115	0.15265	0.71404	0.94834	0.87868	1
Nfatc3_p1	12	-0.042713	-0.53029	0.42522	0.87738	0.59591	1
Zkscan5_p2	12	-0.047039	-0.51845	0.38202	0.85336	0.60414	1
Zkscan17_p2	12	-0.011608	-0.1519	0.85307	0.97676	0.87927	1
Gm14322_p1	4	0.0064272	0.040455	0.9261	0.98786	0.96773	1
Yy2_p1	12	-0.031647	-0.50572	0.5511	0.93944	0.61305	1
Tsc22d1_p4	12	-0.015275	-0.26135	0.79386	0.96405	0.79382	1
Nr5a2_p2	12	0.045965	0.44545	0.34759	0.82711	0.656	1
Tfdp2_p3	12	-0.050539	-0.57763	0.34934	0.82711	0.56352	1
Zbtb7b_p1	12	0.097349	1.2517	0.082018	0.51757	0.21069	1
Hes6_p2	12	-0.024645	-0.30259	0.64934	0.94537	0.7622	1
Zfp942_p1	4	0.03812	0.27382	0.62566	0.94537	0.78422	1
Ctcf_p1	12	-0.017264	-0.28912	0.76228	0.95495	0.77249	1
Preb_p3	12	-0.004583	-0.06683	0.96404	0.9895	0.94672	1
Plscr1_p1	12	-0.036901	-0.54225	0.4864	0.90984	0.58765	1
E2f4_p1	12	-0.1626	-1.9113	0.0098684	0.15738	0.055962	0.84055
Tead2_p5	12	-0.036887	-0.37219	0.48662	0.90984	0.70975	1
Rex2_p1	4	0.052777	0.33698	0.50044	0.914	0.73613	1
Thyn1_p1	12	0.03771	0.47472	0.43092	0.88143	0.63499	1
Zfp57_p4	12	-4.5477e-05	-0.00041705	0.96118	0.9895	0.99967	1
Zfp934_p2	4	-0.050597	-0.42577	0.54781	0.93944	0.67028	1
Phb_p1	12	-0.04736	-0.24645	0.37851	0.85025	0.80533	1
Zfp951_p1	4	0.002959	0.021192	0.96228	0.9895	0.98309	1
